# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-7001432L:213:C9FT8ANXX:1:1101:16257:2208	chr1	33771939	1	76	33771736	33772047	chr1	33771947	0	76	33771736	33772047
HWI-7001432L:213:C9FT8ANXX:1:1101:8756:2231	chr1	75406676	1	76	75405939	75407574	chr1	75407198	0	76	75405939	75407574
HWI-7001432L:213:C9FT8ANXX:1:1101:20530:1949	chr1	169022603	1	76	169022603	169023260	chr1	169022943	0	75	169022603	169023260
HWI-7001432L:213:C9FT8ANXX:1:1101:15640:1958~2~	chr1	169808256	1	36	169808256	169808708	chr1	169808569	0	75	169808256	169808708
HWI-7001432L:213:C9FT8ANXX:1:1101:8055:2056~2~	chr1	172081318	1	61	172081318	172084064	chr1	172081512	0	76	172081318	172084064
HWI-7001432L:213:C9FT8ANXX:1:1101:17251:1979	chr1	187338093	1	75	187338005	187339281	chr1	187338297	0	76	187338005	187339281
HWI-7001432L:213:C9FT8ANXX:1:1101:13848:1915	chr1	190441429	1	75	190441170	190441930	chr1	190441560	0	76	190441170	190441930
HWI-7001432L:213:C9FT8ANXX:1:1101:7066:1907	chr1	205930915	1	75	205930729	205931530	chr1	205931131	0	76	205930729	205931530
HWI-7001432L:213:C9FT8ANXX:1:1101:1821:2223	chr2	41097355	1	76	41096482	41097775	chr2	41097582	0	76	41096482	41097775
HWI-7001432L:213:C9FT8ANXX:1:1101:11120:2005	chr2	46475156	1	76	46475156	46475783	chr2	46475501	0	76	46475156	46475783
HWI-7001432L:213:C9FT8ANXX:1:1101:19818:1950	chr2	78266987	1	75	78264929	78267656	chr2	78267159	0	76	78264929	78267656
HWI-7001432L:213:C9FT8ANXX:1:1101:11186:2066~2~	chr2	84597510	1	55	84597510	84597897	chr2	84597700	0	76	84597510	84597897
HWI-7001432L:213:C9FT8ANXX:1:1101:12843:2057	chr2	113818630	1	76	113818394	113819258	chr2	113819256	0	53	113818394	113819258
HWI-7001432L:213:C9FT8ANXX:1:1101:11675:2171~2~	chr2	123458543	1	44	123458543	123459747	chr2	123458625	0	76	123458543	123459747
HWI-7001432L:213:C9FT8ANXX:1:1101:18733:1987	chr2	138777321	1	76	138776905	138778031	chr2	138777784	0	75	138776905	138778031
