	chr16	1297486	0	1.0	46
	chr16	3954382	0	1.0	46
	chr16	6383809	0	1.0	46
	chr16	7973246	0	1.0	46
	chr16	13233440	1	1.0	46
	chr16	14399714	1	1.0	46
	chr16	23010697	1	1.0	46
	chr16	34586842	0	1.0	46
	chr16	46394829	1	1.0	46
	chr16	52805961	1	1.0	46
	chr16	53780276	1	1.0	40
	chr16	63194051	1	1.0	46
	chr16	65658569	0	1.0	46
	chr16	66578475	1	1.0	46
	chr16	68784132	0	1.0	46
	chr16	70922408	0	1.0	46
	chr16	71973353	1	1.0	40
	chr16	72465230	1	1.0	39
	chr16	74118056	0	1.0	46
	chr16	74479697	1	1.0	46
	chr16	81058108	1	1.0	46
	chr16	82317550	0	1.0	46
	chr16	83591389	0	1.0	46
	chr16	84747077	0	1.0	46
	chr16	85474984	0	1.0	46
	chr16	88571177	0	1.0	46
