	chr6	822108	1	1.0	46
	chr6	1132303	1	1.0	39
	chr6	3991380	0	1.0	46
	chr6	4286183	1	1.0	46
	chr6	6832393	0	1.0	46
	chr6	7558449	1	1.0	39
	chr6	8420078	1	1.0	46
	chr6	8621874	0	1.0	46
	chr6	14849074	0	1.0	46
	chr6	16026241	0	1.0	46
	chr6	17350228	1	1.0	46
	chr6	17488719	1	1.0	44
	chr6	21296984	1	1.0	46
	chr6	21619565	0	1.0	46
	chr6	33678325	1	1.0	40
	chr6	35500074	0	1.0	46
	chr6	38792888	1	1.0	46
	chr6	45556422	0	1.0	40
	chr6	50721296	0	1.0	46
	chr6	50901810	0	1.0	46
	chr6	50907378	1	1.0	46
	chr6	53803278	0	1.0	46
	chr6	71077414	0	1.0	46
	chr6	71417153	1	1.0	46
	chr6	77292896	0	1.0	46
	chr6	78084583	0	1.0	46
	chr6	79415126	1	1.0	46
	chr6	87731935	0	1.0	46
	chr6	92912680	1	1.0	46
	chr6	97403836	0	1.0	46
	chr6	97416166	1	1.0	46
	chr6	100022042	1	1.0	46
	chr6	109812164	0	1.0	46
	chr6	111272808	1	1.0	46
	chr6	111483745	1	1.0	46
	chr6	131631680	0	1.0	46
	chr6	131967909	0	1.0	46
	chr6	138259332	1	1.0	46
	chr6	138451081	1	1.0	46
	chr6	138664203	0	1.0	46
	chr6	140331603	0	1.0	46
	chr6	144751686	1	1.0	46
	chr6	148237422	1	1.0	46
	chr6	156316111	0	1.0	46
	chr6	164452836	0	1.0	46
	chr6	169385411	1	1.0	46
