	chr17	8473793	0	1.0	46
	chr17	10165896	1	1.0	46
	chr17	10798050	0	1.0	46
	chr17	22494838	1	1.0	46
	chr17	28265349	1	1.0	46
	chr17	30573977	1	1.0	46
	chr17	33428340	0	1.0	46
	chr17	34910995	0	1.0	46
	chr17	35972442	1	1.0	46
	chr17	41342212	1	1.0	46
	chr17	46267367	0	1.0	46
	chr17	47941280	0	1.0	46
	chr17	50387911	0	1.0	46
	chr17	50748031	1	1.0	42
	chr17	54256491	0	1.0	46
	chr17	56718047	1	1.0	46
	chr17	60342897	1	1.0	46
	chr17	62673108	1	1.0	46
	chr17	64252993	0	1.0	46
	chr17	68279541	0	1.0	46
	chr17	68292259	0	1.0	46
	chr17	69728716	1	1.0	46
	chr17	73302526	0	1.0	46
	chr17	78054295	1	1.0	46
	chr17	78057300	1	1.0	46
	chr17	80222769	0	1.0	46
	chr17	80893161	0	1.0	46
	chr17	82039898	0	1.0	36
	chr17	82065878	0	1.0	46
	chr17	83180023	0	1.0	46
