	chr3	8420205	0	1.0	46
	chr3	10493115	1	1.0	46
	chr3	14379717	1	1.0	46
	chr3	14656974	1	1.0	46
	chr3	16111684	1	1.0	46
	chr3	18773234	1	1.0	46
	chr3	21924643	1	1.0	46
	chr3	24516749	1	1.0	46
	chr3	33956276	0	1.0	46
	chr3	35329048	1	1.0	46
	chr3	39615033	0	1.0	46
	chr3	42610319	1	1.0	46
	chr3	51715069	1	1.0	46
	chr3	53202332	1	1.0	46
	chr3	58387233	0	1.0	46
	chr3	59262860	0	1.0	46
	chr3	59346084	1	1.0	46
	chr3	65269117	1	1.0	46
	chr3	79359965	0	1.0	46
	chr3	81040262	0	1.0	43
	chr3	81159900	1	1.0	46
	chr3	86389880	0	1.0	46
	chr3	86396207	0	1.0	46
	chr3	89567484	0	1.0	46
	chr3	93637773	1	1.0	46
	chr3	99610094	1	1.0	46
	chr3	100250493	1	1.0	46
	chr3	101222097	1	1.0	46
	chr3	101883148	0	1.0	44
	chr3	102532527	0	1.0	46
	chr3	104071360	0	1.0	46
	chr3	106095258	1	1.0	40
	chr3	113129616	1	1.0	46
	chr3	123852860	1	1.0	46
	chr3	125060425	0	1.0	46
	chr3	126434916	0	1.0	46
	chr3	128311270	1	1.0	46
	chr3	128423727	1	1.0	46
	chr3	134922020	0	1.0	46
	chr3	137012440	0	1.0	46
	chr3	138549367	0	1.0	46
	chr3	139995441	0	1.0	44
	chr3	140245343	0	1.0	46
	chr3	143973670	1	1.0	46
	chr3	148333059	1	1.0	46
	chr3	149090919	0	1.0	46
	chr3	150887114	0	1.0	46
	chr3	154963284	0	1.0	46
	chr3	156230070	1	1.0	46
	chr3	162698048	0	1.0	46
	chr3	169638491	1	1.0	46
	chr3	170591097	0	1.0	46
	chr3	171990088	0	1.0	46
	chr3	172051973	1	1.0	46
	chr3	172516435	1	1.0	46
	chr3	173929511	1	1.0	46
	chr3	174619612	1	1.0	46
	chr3	177626936	0	1.0	46
	chr3	180049498	0	1.0	39
	chr3	180870270	1	1.0	46
	chr3	183116078	0	1.0	46
	chr3	184184348	0	1.0	46
	chr3	185172408	1	1.0	40
	chr3	185267031	1	1.0	46
	chr3	185381989	0	1.0	44
	chr3	187977748	1	1.0	46
	chr3	190284406	0	1.0	39
	chr3	193897410	0	1.0	46
	chr3	193937957	0	1.0	46
	chr3	195116167	1	1.0	46
	chr3	196211010	0	1.0	46
	chr3	196868056	1	1.0	46
