	chr15	21263201	0	1.0	46
	chr15	22585046	0	1.0	46
	chr15	30664871	0	1.0	46
	chr15	37332349	1	1.0	46
	chr15	38275692	1	1.0	46
	chr15	40938325	1	1.0	46
	chr15	48769534	0	1.0	46
	chr15	53109974	0	1.0	46
	chr15	55823632	1	1.0	46
	chr15	58752124	1	1.0	46
	chr15	61196709	1	1.0	46
	chr15	63346300	1	1.0	46
	chr15	67785036	0	1.0	46
	chr15	71860632	0	1.0	46
	chr15	75330907	0	1.0	46
	chr15	77108214	0	1.0	46
	chr15	88273387	0	1.0	46
	chr15	89773142	0	1.0	46
	chr15	90494291	1	1.0	46
	chr15	96181551	0	1.0	46
	chr15	98707968	1	1.0	46
	chr15	99342043	1	1.0	46
