	chr5	1077817	1	1.0	40
	chr5	1867276	1	1.0	46
	chr5	5715756	0	1.0	46
	chr5	7886059	1	1.0	46
	chr5	9000712	0	1.0	46
	chr5	20883303	1	1.0	46
	chr5	22732910	0	1.0	46
	chr5	24545558	1	1.0	46
	chr5	42623267	0	1.0	46
	chr5	42819626	1	1.0	46
	chr5	50442510	0	1.0	46
	chr5	53228462	0	1.0	46
	chr5	54549798	1	1.0	40
	chr5	55601450	1	1.0	46
	chr5	58182677	0	1.0	46
	chr5	59796117	0	1.0	40
	chr5	63930857	1	1.0	46
	chr5	69337900	0	1.0	46
	chr5	69356718	0	1.0	40
	chr5	71969025	1	1.0	46
	chr5	72793635	1	1.0	46
	chr5	73451252	0	1.0	46
	chr5	74402995	1	1.0	40
	chr5	78181887	1	1.0	46
	chr5	79810442	1	1.0	46
	chr5	84147726	0	1.0	46
	chr5	86486197	0	1.0	46
	chr5	90221037	1	1.0	46
	chr5	98953893	1	1.0	46
	chr5	105862783	0	1.0	46
	chr5	111521857	0	1.0	46
	chr5	116363015	0	1.0	46
	chr5	120053521	1	1.0	46
	chr5	126425102	1	1.0	46
	chr5	127596262	1	1.0	46
	chr5	134511659	0	1.0	46
	chr5	136456131	1	1.0	39
	chr5	140378535	0	1.0	46
	chr5	141863122	1	1.0	46
	chr5	142512114	1	1.0	46
	chr5	146450576	0	1.0	46
	chr5	152398236	0	1.0	46
	chr5	153164855	0	1.0	46
	chr5	156870275	0	1.0	46
	chr5	157930556	0	1.0	46
	chr5	164144010	1	1.0	46
	chr5	165155830	0	1.0	46
	chr5	165800288	1	1.0	46
	chr5	168184988	0	1.0	46
	chr5	168670014	0	1.0	46
	chr5	170100007	1	1.0	46
	chr5	171447865	1	1.0	46
	chr5	176995670	0	1.0	46
	chr5	178267260	1	1.0	46
