# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-D00733:50:C7HR0ANXX:1:1101:13934:2135	chr1	4652344	1	75	4651834	4652427	chr1	4652430	0	58	4652427	4652844
HWI-D00733:50:C7HR0ANXX:1:1101:2502:2206~2~	chr1	11144688	1	44	11144678	11144854	chr1	11144741	0	58	11144678	11144854
HWI-D00733:50:C7HR0ANXX:1:1101:13044:2190	chr1	11867037	1	75	11866378	11867220	chr14	29594515	0	75	29594359	29594665
HWI-D00733:50:C7HR0ANXX:1:1101:13901:2077~2~	chr1	16014781	1	62	16014781	16015220	chr1	16014891	0	74	16014781	16015220
HWI-D00733:50:C7HR0ANXX:1:1101:14616:2221	chr1	21971463	0	75	21971460	21971636	chr1	227913663	0	75	227913566	227914964
HWI-D00733:50:C7HR0ANXX:1:1101:10699:2173#1/3	chr1	24133955	1	75	24132876	24134148	chr1	24134151	0	35	24134148	24134341
HWI-D00733:50:C7HR0ANXX:1:1101:10699:2173#3/3	chr1	24133955	1	75	24132876	24134148	chr1	24342821	0	40	24342782	24343444
HWI-D00733:50:C7HR0ANXX:1:1101:10699:2173~2~#2/3	chr1	24134151	0	35	24134148	24134341	chr1	24342821	0	40	24342782	24343444
HWI-D00733:50:C7HR0ANXX:1:1101:21024:2203	chr1	34377424	1	25	34376163	34377445	chr8	4166889	0	75	4166789	4167682
HWI-D00733:50:C7HR0ANXX:1:1101:8932:2160	chr1	37466932	1	75	37466665	37467152	chr6	134343416	0	71	134343007	134343533
HWI-D00733:50:C7HR0ANXX:1:1101:6159:2161	chr1	46902555	1	75	46902385	46902901	chr1	46902716	0	75	46902385	46902901
HWI-D00733:50:C7HR0ANXX:1:1101:3682:2102#2/3	chr1	57647763	0	31	57647733	57648153	chr1	58787837	0	75	58787698	58787939
HWI-D00733:50:C7HR0ANXX:1:1101:3682:2102#3/3	chr1	57647763	0	31	57647733	57648153	chr12	122400908	1	43	122400908	122400975
HWI-D00733:50:C7HR0ANXX:1:1101:3682:2102#1/3	chr1	58787837	0	75	58787698	58787939	chr12	122400908	1	43	122400908	122400975
HWI-D00733:50:C7HR0ANXX:1:1101:8314:2496	chr1	61153523	0	75	61153330	61154212	chr1	61208537	1	69	61208171	61208602
HWI-D00733:50:C7HR0ANXX:1:1101:19257:2160#3/3	chr1	61745086	1	75	61744769	61745251	chr1	61745254	0	23	61745251	61745337
HWI-D00733:50:C7HR0ANXX:1:1101:19257:2160#1/3	chr1	61745086	1	75	61744769	61745251	chr4	68664148	0	52	68664097	68664802
HWI-D00733:50:C7HR0ANXX:1:1101:19257:2160~2~#2/3	chr1	61745254	0	23	61745251	61745337	chr4	68664148	0	52	68664097	68664802
HWI-D00733:50:C7HR0ANXX:1:1101:8777:2150#3/3	chr1	62324389	0	28	62324362	62324803	chr1	232442579	1	75	232442499	232442673
HWI-D00733:50:C7HR0ANXX:1:1101:8777:2150#1/3	chr1	62324389	0	28	62324362	62324803	chr1	232442676	0	47	232442673	232444368
HWI-D00733:50:C7HR0ANXX:1:1101:14129:2238	chr1	66018582	1	75	66018371	66018809	chr1	66386035	1	75	66386023	66386180
HWI-D00733:50:C7HR0ANXX:1:1101:13073:2150#1/3	chr1	73775869	1	21	73775038	73775886	chr1	73778404	1	75	73778220	73778561
HWI-D00733:50:C7HR0ANXX:1:1101:13073:2150#3/3	chr1	73775869	1	21	73775038	73775886	chr1	73778564	0	54	73778561	73780528
HWI-D00733:50:C7HR0ANXX:1:1101:13073:2150#2/3	chr1	73778404	1	75	73778220	73778561	chr1	73778564	0	54	73778561	73780528
HWI-D00733:50:C7HR0ANXX:1:1101:16568:2029	chr1	78796194	0	75	78796004	78796801	chr20	5190046	0	27	5190020	5190151
HWI-D00733:50:C7HR0ANXX:1:1101:15037:2143	chr1	81195530	0	75	81195395	81196194	chr22	20399828	0	75	20399693	20400000
HWI-D00733:50:C7HR0ANXX:1:1101:4841:2026#3/3	chr1	82099272	0	38	82099235	82099541	chr1	82632170	1	74	82631244	82632341
