#Transcript position	Transcript coverage profile
0.0	0.42588667877366826
1.0	0.45079659354621165
2.0	0.49969400508416256
3.0	0.5107320722365076
4.0	0.5197321852110011
5.0	0.48366083954778033
6.0	0.508027570790648
7.0	0.5715836779117742
8.0	0.5595228212571621
9.0	0.5665446036623881
10.0	0.5847803505137738
11.0	0.616022664640272
12.0	0.626757966732905
13.0	0.6182344302814875
14.0	0.6112721956650213
15.0	0.6085206212701885
16.0	0.6224985053453311
17.0	0.6408258364853038
18.0	0.5913680367556982
19.0	0.582494997847155
20.0	0.6162863467942963
21.0	0.7031179974501334
22.0	0.7018897725054873
23.0	0.6937213406609971
24.0	0.6901124173558432
25.0	0.6502610390516235
26.0	0.744349876163389
27.0	0.6898309100419173
28.0	0.6457107302993967
29.0	0.6965086493592463
30.0	0.7629626898743957
31.0	0.763844587974256
32.0	0.7519333218229227
33.0	0.7684613793934674
34.0	0.7562741761300035
35.0	0.8241197717211548
36.0	0.9197076799853895
37.0	0.9564098416009148
38.0	0.9094099194565014
39.0	0.9291675894526349
40.0	0.945057991402502
41.0	0.9182446569358225
42.0	0.8417633610072066
43.0	0.8396180904020603
44.0	0.8081935663264606
45.0	0.8813839948050486
46.0	0.8983807538025673
47.0	0.9075808403505835
48.0	0.8992841182144407
49.0	0.8124965202418355
50.0	0.775042225540993
51.0	0.7598446495714243
52.0	0.6978821517402276
53.0	0.6787193522228463
54.0	0.7468667096807647
55.0	0.7460429869060755
56.0	0.6924943567700923
57.0	0.7527556436447609
58.0	0.8365871038305129
59.0	0.8811570173530222
60.0	0.8433269262493464
61.0	0.8836103054378416
62.0	0.8673169454285001
63.0	0.8444520416681317
64.0	0.8704299515065156
65.0	0.8604453619323853
66.0	0.8224052994518187
67.0	0.7385215751185816
68.0	0.7827120819552403
69.0	0.773932454298121
70.0	0.7082577544915857
71.0	0.6729870576755809
72.0	0.6273545395043771
73.0	0.6769644479504936
74.0	0.6512496297029109
75.0	0.6578486834968025
76.0	0.7029299091123729
77.0	0.7029301494314762
78.0	0.6896800684047619
79.0	0.7379807138715713
80.0	0.7600997454794438
81.0	0.7345121080022815
82.0	0.7648395266553268
83.0	0.8233853812276283
84.0	0.8178197650673434
85.0	0.7709107174442861
86.0	0.7732429150792461
87.0	0.6990918426021367
88.0	0.6329621211226741
89.0	0.5570040814529903
90.0	0.5169922435643302
91.0	0.4016650851412436
92.0	0.37444694624587427
93.0	0.33732279996940984
94.0	0.2903934728128955
95.0	0.17156435880014517
96.0	0.1383146750442973
97.0	0.10320562197831064
98.0	0.05334994215538726
99.0	0.010614217400727658
