#Transcript position	Transcript coverage profile
0.0	0.06635671009632489
1.0	0.05881532474549743
2.0	0.07973142027606746
3.0	0.06834760423511589
4.0	0.049066663129128184
5.0	0.04666658957111283
6.0	0.032513565624099225
7.0	0.08467801692147893
8.0	0.06179562839488867
9.0	0.0854638691482177
10.0	0.09771772016531446
11.0	0.12397910071470157
12.0	0.0926791750984134
13.0	0.10154740996012125
14.0	0.12020549441871303
15.0	0.10929154908940512
16.0	0.09399858946176544
17.0	0.1402546573119215
18.0	0.1450770805642167
19.0	0.1656297653266019
20.0	0.15500741515515726
21.0	0.12429578822522692
22.0	0.11339070134430411
23.0	0.11901432698759593
24.0	0.15041851319512084
25.0	0.09578600397212188
26.0	0.07934966866029963
27.0	0.08805815230749817
28.0	0.09840992700353055
29.0	0.10012382291229253
30.0	0.14204654258200233
31.0	0.13624742599904893
32.0	0.13965179499129776
33.0	0.0697885731103309
34.0	0.10479677364723874
35.0	0.11396983401520189
36.0	0.09502295803338216
37.0	0.0837012688211046
38.0	0.11522754975554811
39.0	0.09003639319007142
40.0	0.08465139703070046
41.0	0.11489633849196391
42.0	0.12345325945204155
43.0	0.07775259039333474
44.0	0.12573984055435147
45.0	0.10376434937900887
46.0	0.11859323804733764
47.0	0.10403912659981492
48.0	0.058230550724662995
49.0	0.05555166793053303
50.0	0.08080576083987343
51.0	0.06994377813441519
52.0	0.054010742124161785
53.0	0.07719686211343962
54.0	0.1390151341192422
55.0	0.11774661058013912
56.0	0.08971398371099193
57.0	0.09090861686512762
58.0	0.05658869974918823
59.0	0.06971600927060294
60.0	0.08394782629510464
61.0	0.09914712690382294
62.0	0.08911052471471449
63.0	0.0859483778817835
64.0	0.07997453980058782
65.0	0.0877316654164592
66.0	0.06068443121791543
67.0	0.09781411360012529
68.0	0.13560331282953503
69.0	0.08611061362878064
70.0	0.07094800522234807
71.0	0.040288618567342636
72.0	0.04695528431863812
73.0	0.07317793429806525
74.0	0.11124348288660289
75.0	0.07404481567767184
76.0	0.06000855945419879
77.0	0.05475044287867006
78.0	0.07537534707389129
79.0	0.09020410524582842
80.0	0.0927457790868219
81.0	0.08141587183728848
82.0	0.10287953223271788
83.0	0.08857346578156607
84.0	0.08075170879209224
85.0	0.05215054143421389
86.0	0.06824156265315008
87.0	0.07484792519517432
88.0	0.1223979167695545
89.0	0.09452812299065022
90.0	0.11877483491272559
91.0	0.11349840784688589
92.0	0.12123508568616853
93.0	0.09193066255228895
94.0	0.09166672095078454
95.0	0.09263858566104037
96.0	0.1074576290601393
97.0	0.08924839531447801
98.0	0.11596022616617083
99.0	0.03429702020758378
