# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-D00733:32:C6T3KANXX:2:1101:3601:2031	chr1	3705973	1	74	3705140	3706241	chr1	3732859	0	75	3732764	3733070
HWI-D00733:32:C6T3KANXX:2:1101:3087:2167	chr1	4013806	1	75	4013425	4013878	chr1	206001217	0	75	206001214	206002081
HWI-D00733:32:C6T3KANXX:2:1101:4491:2239#3/3	chr1	6061409	1	48	6060697	6061453	chr20	42484531	1	75	42484222	42484937
HWI-D00733:32:C6T3KANXX:2:1101:4491:2239#1/3	chr1	6061409	1	48	6060697	6061453	chr20	42484940	0	27	42484937	42485570
HWI-D00733:32:C6T3KANXX:2:1101:1637:2168	chr1	6710493	0	75	6710347	6710526	chr8	47823039	1	46	47823039	47823081
HWI-D00733:32:C6T3KANXX:2:1101:2644:2099	chr1	8892015	1	75	8892015	8892261	chr1	232014311	0	75	232014308	232015216
HWI-D00733:32:C6T3KANXX:2:1101:4775:2114#3/3	chr1	11271958	0	75	11271807	11272079	chr3	137880414	0	27	137880388	137880888
HWI-D00733:32:C6T3KANXX:2:1101:4775:2114#1/3	chr1	11271958	0	75	11271807	11272079	chr3	180150526	1	48	180150526	180150925
HWI-D00733:32:C6T3KANXX:2:1101:4374:2076	chr1	9205610	0	75	9205538	9205687	chr12	27056569	1	74	27056568	27056778
HWI-D00733:32:C6T3KANXX:2:1101:3825:2079	chr1	21515939	0	74	21515937	21516118	chr9	128666843	1	75	128666843	128666977
HWI-D00733:32:C6T3KANXX:2:1101:2484:2122	chr1	25458395	0	75	25458108	25458422	chr3	125905152	0	58	125905094	125905157
HWI-D00733:32:C6T3KANXX:2:1101:3642:2118	chr1	30447884	0	75	30447683	30448028	chr1	30711912	1	75	30711525	30712087
